step,loss
400,2.6071386
401,2.577785
402,2.6065185
403,2.6320548
404,2.61446
405,2.5804343
406,2.5829813
407,2.6191812
408,2.5926573
409,2.51534
410,2.6137745
411,2.5873
412,2.649019
413,2.560731
414,2.5651445
415,2.6087987
416,2.584451
417,2.628521
418,2.6220365
419,2.5461855
420,2.5877967
421,2.572279
422,2.5103426
423,2.570873
424,2.6219459
425,2.5204227
426,2.6105933
427,2.615326
428,2.635206
429,2.5550332
430,2.5428705
431,2.6124244
432,2.5562088
433,2.6106625
434,2.557221
435,2.5365314
436,2.531069
437,2.6166224
438,2.5784593
439,2.6274228
440,2.5013027
441,2.5656734
442,2.5550952
443,2.532502
444,2.58201
445,2.634215
446,2.6475587
447,2.6022341
448,2.556134
449,2.5959964
450,2.6179247
451,2.6431487
452,2.5791452
453,2.571654
454,2.5587566
455,2.6070118
456,2.6562092
457,2.6394596
458,2.5470014
459,2.5819306
460,2.617339
461,2.54734
462,2.621245
463,2.585434
464,2.5732489
465,2.4759712
466,2.5376482
467,2.6165395
468,2.6762023
469,2.5593033
470,2.5264878
471,2.6636908
472,2.52662
473,2.5791612
474,2.6149104
475,2.5604186
476,2.5665603
477,2.5472
478,2.6565
479,2.5296268
480,2.5485497
481,2.5139966
482,2.5952988
483,2.5601172
484,2.5259173
485,2.5575528
486,2.6602125
487,2.5209146
488,2.5688047
489,2.5832717
490,2.5481977
491,2.5676217
492,2.5361729
493,2.6290112
494,2.5527809
495,2.5778222
496,2.5995748
497,2.5541615
498,2.565686
499,2.556234
500,2.5943685
501,2.6332195
502,2.556965
503,2.5750597
504,2.550106
505,2.5386863
506,2.5106857
507,2.53436
508,2.5796185
509,2.626982
510,2.5749373
511,2.5914688
512,2.6651611
513,2.5846846
514,2.5718703
515,2.617044
516,2.4990306
517,2.5420732
518,2.4909124
519,2.5838695
520,2.565397
521,2.4946513
522,2.5870447
523,2.473428
524,2.5284033
525,2.5436974
526,2.5201554
527,2.5955577
528,2.5817425
529,2.5729065
530,2.586173
531,2.5374432
532,2.5858872
533,2.4756222
534,2.5504284
535,2.5778265
536,2.4930449
537,2.5627303
538,2.6374512
539,2.5946028
540,2.6407173
541,2.4988923
542,2.5508986
543,2.505094
544,2.5426297
545,2.5691283
546,2.5259852
547,2.5184228
548,2.5748763
549,2.5883994
550,2.5728672
551,2.5659711
552,2.5363078
553,2.4725165
554,2.5672522
555,2.4945755
556,2.503205
557,2.59298
558,2.5357695
559,2.6178215
560,2.5377614
561,2.5445962
562,2.5884123
563,2.5883849
564,2.4751687
565,2.5564013
566,2.516178
567,2.498225
568,2.5372348
569,2.5015209
570,2.5669973
571,2.5343575
572,2.5124714
573,2.5143995
574,2.4688253
575,2.536396
576,2.5160809
577,2.5817306
578,2.620986
579,2.5971022
580,2.512335
581,2.5444536
582,2.5554786
583,2.4727926
584,2.5512853
585,2.5446365
586,2.5915725
587,2.5418134
588,2.5106363
589,2.4620633
590,2.508851
591,2.5857506
592,2.48123
593,2.5880945
594,2.5169058
595,2.4915838
596,2.4819674
597,2.5054774
598,2.6128564
599,2.5772455
600,2.447178
601,2.535445
602,2.5153177
603,2.5411606
604,2.5253053
605,2.5088692
606,2.5521278
607,2.5510945
608,2.5691798
609,2.5112138
610,2.517606
611,2.54109
612,2.51642
613,2.538515
614,2.5171666
615,2.4799402
616,2.558878
617,2.4949565
618,2.4867039
619,2.538392
620,2.4733896
621,2.6620286
622,2.555488
623,2.477039
624,2.5147657
625,2.4568486
626,2.5439544
627,2.4874187
628,2.5314882
629,2.481636
630,2.599018
631,2.5303
632,2.5424066
633,2.5619888
634,2.5100803
635,2.5887673
636,2.5889664
637,2.522501
638,2.500026
639,2.5283523
640,2.4905949
641,2.5071619
642,2.600225
643,2.5809374
644,2.5583475
645,2.5411434
646,2.487368
647,2.5715885
648,2.5589094
649,2.486928
650,2.5657108
651,2.5414233
652,2.5212302
653,2.552924
654,2.5410352
655,2.5549307
656,2.4854236
657,2.5231376
658,2.5456595
659,2.560487
660,2.5372758
661,2.4796643
662,2.5425572
663,2.504269
664,2.5328052
665,2.5426786
666,2.541368
667,2.5330882
668,2.523068
669,2.4438798
670,2.5649014
671,2.5750313
672,2.5569415
673,2.5232759
674,2.526814
675,2.4917378
676,2.5513923
677,2.531271
678,2.5176134
679,2.4857259
680,2.5200698
681,2.5121384
682,2.5262132
683,2.4297168
684,2.4801316
685,2.5204017
686,2.5135884
687,2.559564
688,2.531219
689,2.4731183
690,2.529038
691,2.4619062
692,2.519847
693,2.5692067
694,2.5643747
695,2.4956193
696,2.510456
697,2.520183
698,2.4747005
699,2.4936361
700,2.5881708
701,2.5460205
702,2.4934282
703,2.5083344
704,2.5052056
705,2.5139241
706,2.5162935
707,2.4962666
708,2.4606438
709,2.5074754
710,2.509848
711,2.5492268
712,2.5233865
713,2.481285
714,2.5715556
715,2.433701
716,2.4606643
717,2.5081863
718,2.4494734
719,2.5313988
720,2.4794014
721,2.4897883
722,2.517015
723,2.535076
724,2.4987297
725,2.5103524
726,2.4946485
727,2.601472
728,2.5937376
729,2.4767857
730,2.5057337
731,2.507945
732,2.564738
733,2.510522
734,2.455482
735,2.5135815
736,2.5268838
737,2.5128396
738,2.494356
739,2.501749
740,2.512134
741,2.4689183
742,2.5174837
743,2.4672384
744,2.4709353
745,2.48607
746,2.4977725
747,2.512122
748,2.5673702
749,2.4630487
750,2.4951675
751,2.4889848
752,2.4684522
753,2.5081663
754,2.4560943
755,2.5283756
756,2.4997573
757,2.4483128
758,2.5444927
759,2.5066338
760,2.4739592
761,2.4481015
762,2.4825323
763,2.4352627
764,2.4965034
765,2.4581587
766,2.4393616
767,2.469712
768,2.4480798
769,2.5001616
770,2.4880164
771,2.496607
772,2.489736
773,2.574349
774,2.470306
775,2.4639382
776,2.4954672
777,2.5268078
778,2.539225
779,2.4315624
780,2.5214045
781,2.5635388
782,2.486751
783,2.4114952
784,2.5156097
785,2.4598544
786,2.5537229
787,2.5141926
788,2.4856882
789,2.530758
790,2.4095
791,2.469774
792,2.5067697
793,2.5018435
794,2.4678383
795,2.5064607
796,2.4744465
797,2.5222645
798,2.5039434
799,2.4757671
800,2.5158057
801,2.4332004
802,2.47696
803,2.4096959
804,2.4611952
805,2.5883198
806,2.4962068
807,2.527772
808,2.501552
809,2.48177
810,2.4648237
811,2.4797153
812,2.506216
813,2.4761448
814,2.4103942
815,2.4661355
816,2.4300861
817,2.5025032
818,2.475916
819,2.5156357
820,2.441399
821,2.4218588
822,2.4613588
823,2.487004
824,2.447635
825,2.5022874
826,2.4208393
827,2.5208168
828,2.4992166
829,2.4316826
830,2.4434142
831,2.5393922
832,2.4336734
833,2.459931
834,2.5116348
835,2.4390662
836,2.3878021
837,2.4635375
838,2.488326
839,2.4633906
840,2.4864993
841,2.4835806
842,2.3872237
843,2.4858072
844,2.4761665
845,2.44377
846,2.542862
847,2.494519
848,2.4192326
849,2.5414248
850,2.462102
851,2.4466472
852,2.4775064
853,2.5190656
854,2.5128374
855,2.4840903
856,2.4599695
857,2.4151149
858,2.472155
859,2.4292336
860,2.4801283
861,2.4557757
862,2.4424562
863,2.5593965
864,2.5089884
865,2.4458632
866,2.3629062
867,2.4426079
868,2.4749172
869,2.4721029
870,2.5206008
871,2.45716
872,2.3591106
873,2.4923851
874,2.5285182
875,2.4293942
876,2.4668384
877,2.490272
878,2.4350863
879,2.4096746
880,2.5147085
881,2.4881954
882,2.4156861
883,2.4711854
884,2.473125
885,2.4761028
886,2.4608455
887,2.4236913
888,2.4645705
889,2.4342186
890,2.4452744
891,2.51604
892,2.392856
893,2.549247
894,2.523449
895,2.4390354
896,2.5092707
897,2.4469104
898,2.5026054
899,2.536222
900,2.4511435
901,2.4515479
902,2.4858887
903,2.4308891
904,2.5065188
905,2.451313
906,2.490096
907,2.4490728
908,2.4352503
909,2.450561
910,2.49408
911,2.4716973
912,2.39258
913,2.4300761
914,2.413414
915,2.507428
916,2.453886
917,2.534434
918,2.4782672
919,2.4931006
920,2.5233765
921,2.5122952
922,2.4410136
923,2.5003245
924,2.4324436
925,2.492782
926,2.4208908
927,2.491558
928,2.4610274
929,2.4074678
930,2.5437183
931,2.4823494
932,2.5050979
933,2.5089295
934,2.4290147
935,2.4979994
936,2.5080376
937,2.4739347
938,2.4949687
939,2.4586658
940,2.5070796
941,2.4718628
942,2.4388323
943,2.409689
944,2.4492416
945,2.4604197
946,2.4506853
947,2.5306993
948,2.4916315
949,2.4009576
950,2.4797816
951,2.4505782
952,2.4702976
953,2.406547
954,2.4589086
955,2.4910545
956,2.5102508
957,2.4792457
958,2.5012712
959,2.4386497
960,2.4798427
961,2.434601
962,2.5264988
963,2.4825602
964,2.441621
965,2.416575
966,2.4636345
967,2.4170923
968,2.5270271
969,2.4666162
970,2.4660125
971,2.430304
972,2.394027
973,2.526207
974,2.4354465
975,2.4575372
976,2.4360569
977,2.4735577
978,2.4170358
979,2.4714856
980,2.3967829
981,2.4505582
982,2.503611
983,2.4413283
984,2.4799135
985,2.460156
986,2.5153983
987,2.4399958
988,2.4353979
989,2.4548726
990,2.464871
991,2.4779215
992,2.4531627
993,2.4100275
994,2.456835
995,2.4627619
996,2.3436286
997,2.4965205
998,2.436356
999,2.4644117
1000,2.422042
1001,2.4793372
1002,2.3971543
1003,2.4339173
1004,2.472515
1005,2.4069085
1006,2.4252932
1007,2.4970179
1008,2.438838
1009,2.3985188
1010,2.4358306
1011,2.407105
1012,2.457794
1013,2.415987
1014,2.3987365
1015,2.4735534
1016,2.450964
1017,2.4432182
1018,2.417088
1019,2.4351091
1020,2.4409342
1021,2.4475808
1022,2.4382634
1023,2.386833
1024,2.4947715
1025,2.4688954
1026,2.4231615
1027,2.4239364
1028,2.4286242
1029,2.3838375
1030,2.4539962
1031,2.3793025
1032,2.4192996
1033,2.3553538
1034,2.4138994
1035,2.427568
1036,2.4570322
1037,2.471036
1038,2.4130182
1039,2.3999155
1040,2.439988
1041,2.5301397
1042,2.4354362
1043,2.3947043
1044,2.3650217
1045,2.4034352
1046,2.3893518
1047,2.4892175
1048,2.3897438
1049,2.3946233
1050,2.3840587
1051,2.4018202
1052,2.5027647
1053,2.4512553
1054,2.4523933
1055,2.4567313
1056,2.4506316
1057,2.4583244
1058,2.4335878
1059,2.4193916
1060,2.4326003
1061,2.4606972
1062,2.4252667
1063,2.4419463
1064,2.4819775
1065,2.4639912
1066,2.4752438
1067,2.4195046
1068,2.4149604
1069,2.467198
1070,2.4336388
1071,2.506327
1072,2.3915262
1073,2.386182
1074,2.3515275
1075,2.4508495
1076,2.3709154
1077,2.3736906
1078,2.4158337
1079,2.3862882
1080,2.415998
1081,2.4626884
1082,2.4652233
1083,2.402397
1084,2.4735966
1085,2.3748074
1086,2.3724928
1087,2.3687985
1088,2.4262552
1089,2.408394
1090,2.3707395
1091,2.4265265
1092,2.3927565
1093,2.4227855
1094,2.4121737
1095,2.3862038
1096,2.350613
1097,2.4030383
1098,2.4589427
1099,2.4295974
1100,2.3867645
1101,2.477416
1102,2.3896704
1103,2.4820755
1104,2.4421203
1105,2.4049885
1106,2.4368448
1107,2.4854712
1108,2.4531674
1109,2.4535089
1110,2.412196
1111,2.4619973
1112,2.4565647
1113,2.425326
1114,2.3837252
1115,2.456707
1116,2.4029808
1117,2.428352
1118,2.430709
1119,2.4745855
1120,2.3503032
1121,2.4666948
1122,2.3856404
1123,2.41601
1124,2.3373709
1125,2.4518108
1126,2.427492
1127,2.3989654
1128,2.4392881
1129,2.3620386
1130,2.4071436
1131,2.4404037
1132,2.4166975
1133,2.4172125
1134,2.4726553
1135,2.4203238
1136,2.3983746
1137,2.373376
1138,2.3842938
1139,2.3861642
1140,2.3608778
1141,2.4413862
1142,2.4513006
1143,2.407229
1144,2.371622
1145,2.3938084
1146,2.4756975
1147,2.3703465
1148,2.4395874
1149,2.468217
1150,2.446592
1151,2.4285867
1152,2.3894863
1153,2.3612318
1154,2.4724908
1155,2.4186587
1156,2.3657324
1157,2.4726665
1158,2.4777703
1159,2.3783774
1160,2.3926773
1161,2.4166234
1162,2.4937205
1163,2.3949742
1164,2.4453573
1165,2.4894142
1166,2.339894
1167,2.4582486
1168,2.39289
1169,2.4307714
1170,2.4031
1171,2.3937824
1172,2.410847
1173,2.3887374
1174,2.384868
1175,2.4645798
1176,2.4203682
1177,2.3265605
1178,2.452127
1179,2.3679118
1180,2.4312181
1181,2.421771
1182,2.371535
1183,2.4289117
1184,2.4254646
1185,2.3509722
1186,2.406553
1187,2.4392123
1188,2.3719354
1189,2.4207084
1190,2.386519
1191,2.3889606
1192,2.330688
1193,2.4580739
1194,2.3096094
1195,2.393991
1196,2.4765418
1197,2.411607
1198,2.3387353
1199,2.4463782
1200,2.4003365
1201,2.391771
1202,2.3876636
1203,2.4107292
1204,2.4509516
1205,2.4689236
1206,2.4215527
1207,2.3757687
1208,2.2901683
1209,2.4735584
1210,2.4105303
1211,2.4312189
1212,2.447092
1213,2.4637675
1214,2.474512
1215,2.448903
1216,2.3703103
1217,2.4351149
1218,2.3901756
1219,2.3945918
1220,2.4414139
1221,2.381277
1222,2.3623605
1223,2.3335843
1224,2.3810883
1225,2.390005
1226,2.3864179
1227,2.343113
1228,2.512796
1229,2.3905165
1230,2.38137
1231,2.4199896
1232,2.4021747
1233,2.3409657
1234,2.3824403
1235,2.4841652
1236,2.4032874
1237,2.397038
1238,2.3915448
1239,2.3657436
1240,2.3106253
1241,2.4228418
1242,2.3176959
1243,2.382895
1244,2.37959
1245,2.4254894
1246,2.471983
1247,2.4640326
1248,2.3329644
1249,2.4410524
1250,2.3031654
1251,2.4215202
1252,2.4180589
1253,2.3506463
1254,2.344722
1255,2.277606
1256,2.388462
1257,2.4338667
1258,2.432172
1259,2.3384805
1260,2.3836508
1261,2.4386292
1262,2.3377311
1263,2.4126036
1264,2.3700924
1265,2.4130907
1266,2.3711483
1267,2.4007933
1268,2.3637292
1269,2.4506345
1270,2.454646
1271,2.40367
1272,2.363926
1273,2.3924522
1274,2.3684244
1275,2.326292
1276,2.4106317
1277,2.3333337
1278,2.4106007
1279,2.3090374
1280,2.4334378
1281,2.3980799
1282,2.3634775
1283,2.345366
1284,2.358026
1285,2.3819704
1286,2.4190054
1287,2.3958237
1288,2.2932444
1289,2.3660364
1290,2.36383
1291,2.4263434
1292,2.4104466
1293,2.4270172
1294,2.3593965
1295,2.3636186
1296,2.4057975
1297,2.4205759
1298,2.3104613
1299,2.3614178
1300,2.3580637
1301,2.347765
1302,2.3968105
1303,2.393737
1304,2.3237069
1305,2.365574
1306,2.4673119
1307,2.4565487
1308,2.3438854
1309,2.3353417
1310,2.3272953
1311,2.3032
1312,2.4075773
1313,2.4147155
1314,2.408174
1315,2.3681686
1316,2.3669214
1317,2.4061456
1318,2.4103398
1319,2.3635128
1320,2.3880975
1321,2.4012008
1322,2.3847735
1323,2.3609242
1324,2.4041648
1325,2.372239
1326,2.4475372
1327,2.309279
1328,2.3914366
1329,2.3484266
1330,2.4130182
1331,2.3937314
1332,2.344493
1333,2.3327146
1334,2.4221845
1335,2.4358354
1336,2.375317
1337,2.394622
1338,2.4769986
1339,2.370254
1340,2.4220376
1341,2.3638234
1342,2.287798
1343,2.4013085
1344,2.4564946
1345,2.4067714
1346,2.5011861
1347,2.3138208
1348,2.3045702
1349,2.3715007
1350,2.3607147
1351,2.3774965
1352,2.3669868
1353,2.3641844
1354,2.4047856
1355,2.3522525
1356,2.4227195
1357,2.3874955
1358,2.4044094
1359,2.4114885
1360,2.3518462
1361,2.3778098
1362,2.3148808
1363,2.4314146
1364,2.431602
1365,2.3651474
1366,2.481761
1367,2.3927393
1368,2.381024
1369,2.4261892
1370,2.383955
1371,2.3560789
1372,2.366932
1373,2.3488364
1374,2.3796833
1375,2.3808372
1376,2.3432074
1377,2.4140222
1378,2.3534498
1379,2.396031
1380,2.3890162
1381,2.356861
1382,2.3449464
1383,2.3306446
1384,2.389617
1385,2.447165
1386,2.346024
1387,2.3303084
1388,2.445393
1389,2.350358
1390,2.3682663
1391,2.329036
1392,2.348639
1393,2.311267
1394,2.3831892
1395,2.3846047
1396,2.3821328
1397,2.325679
1398,2.3803983
1399,2.4487233
1400,2.4017031
1401,2.3276634
1402,2.37051
1403,2.3363175
1404,2.2808876
1405,2.3586092
1406,2.4001732
1407,2.4542236
1408,2.2993011
1409,2.3181212
1410,2.3454049
1411,2.3407264
1412,2.374021
1413,2.4328523
1414,2.3594465
1415,2.3190813
1416,2.3363686
1417,2.3869648
1418,2.2776551
1419,2.3376737
1420,2.4036105
1421,2.333591
1422,2.3412032
1423,2.3503633
1424,2.3561063
1425,2.3252606
1426,2.3532224
1427,2.4380817
1428,2.3288314
1429,2.3614578
1430,2.3324623
1431,2.303101
1432,2.350211
1433,2.3318105
1434,2.2716534
1435,2.386384
1436,2.3511488
1437,2.2954345
1438,2.360484
1439,2.3758636
1440,2.4117084
1441,2.3270512
1442,2.4162378
1443,2.331318
1444,2.3296926
1445,2.3973017
1446,2.3891144
1447,2.3795848
1448,2.402859
1449,2.3369503
1450,2.3234415
1451,2.3506684
1452,2.3055887
1453,2.3357842
1454,2.4154923
1455,2.3725858
1456,2.2947302
1457,2.3630362
1458,2.380672
1459,2.3526826
1460,2.3264174
1461,2.3891697
1462,2.3462152
1463,2.33222
1464,2.3922577
1465,2.3544607
1466,2.3051174
1467,2.3054519
1468,2.3195736
1469,2.3941119
1470,2.3673363
1471,2.2960596
1472,2.3707385
1473,2.4027982
1474,2.2912273
1475,2.434441
1476,2.3586507
1477,2.3583302
1478,2.354857
1479,2.3032055
1480,2.367595
1481,2.3998172
1482,2.312016
1483,2.3605227
1484,2.3580108
1485,2.3489516
1486,2.3604956
1487,2.3455338
1488,2.373272
1489,2.3457708
1490,2.4488022
1491,2.3828492
1492,2.374207
1493,2.317554
1494,2.3324003
1495,2.369937
1496,2.3876114
1497,2.3943145
1498,2.3715725
1499,2.3548808
1500,2.3270595
1501,2.3389983
1502,2.3095675
1503,2.3950024
1504,2.3486118
1505,2.3338842
1506,2.3726423
1507,2.3310878
1508,2.3206968
1509,2.3397126
1510,2.3478482
1511,2.3296914
1512,2.4877028
1513,2.2906494
1514,2.370665
1515,2.3034465
1516,2.3142102
1517,2.3718915
1518,2.379949
1519,2.288104
1520,2.3638318
1521,2.3787856
1522,2.3478637
1523,2.3273802
1524,2.2825532
1525,2.4218204
1526,2.315159
1527,2.3356833
1528,2.276082
1529,2.394001
1530,2.3969789
1531,2.3360033
1532,2.2492735
1533,2.281727
1534,2.4189115
1535,2.3083007
1536,2.3522813
1537,2.3433778
1538,2.359924
1539,2.335672
1540,2.3534126
1541,2.299924
1542,2.359417
1543,2.3663297
1544,2.3070745
1545,2.3493714
1546,2.4017653
1547,2.3353539
1548,2.3367605
1549,2.3407412
1550,2.2753687
1551,2.3852663
1552,2.3251843
1553,2.2895882
1554,2.3310294
1555,2.333943
1556,2.3372066
1557,2.3209372
1558,2.4189878
1559,2.3277059
1560,2.3516643
1561,2.3529594
1562,2.300984
1563,2.2917528
1564,2.3728127
1565,2.3897216
1566,2.3437338
1567,2.258755
1568,2.3184576
1569,2.3772397
1570,2.4475377
1571,2.3559115
1572,2.3127215
1573,2.254559
1574,2.2735524
1575,2.3785717
1576,2.2986622
1577,2.3671439
1578,2.2774956
1579,2.2917867
1580,2.3184886
1581,2.3575606
1582,2.3635821
1583,2.3647614
1584,2.4183233
1585,2.3505979
1586,2.3547535
1587,2.330871
1588,2.3778455
1589,2.2961211
1590,2.3237925
1591,2.2571797
1592,2.2829013
1593,2.2835813
1594,2.3051114
1595,2.3750548
1596,2.330966
1597,2.2568645
1598,2.3916564
1599,2.2961125
1600,2.3657582
1601,2.3533647
1602,2.3612804
1603,2.3822007
1604,2.417982
1605,2.29757
1606,2.3424566
1607,2.3214006
1608,2.3156066
1609,2.3001647
1610,2.2979631
1611,2.347353
1612,2.3366413
1613,2.359961
1614,2.384883
1615,2.305851
1616,2.2982512
1617,2.341473
1618,2.3526964
1619,2.3330104
1620,2.346405
1621,2.3847501
1622,2.3182762
1623,2.3256721
1624,2.3190198
1625,2.3201818
1626,2.364781
1627,2.3137412
1628,2.325758
1629,2.3300295
1630,2.3394327
1631,2.2871387
1632,2.2440922
1633,2.3259478
1634,2.2997594
1635,2.3456473
1636,2.3107924
1637,2.3090363
1638,2.3234181
1639,2.2567723
1640,2.3175495
1641,2.3192272
1642,2.373631
1643,2.3334959
1644,2.310223
1645,2.3353343
1646,2.4219284
1647,2.2940338
1648,2.3262315
1649,2.3384383
1650,2.4049025
1651,2.2793617
1652,2.2902968
1653,2.3322225
1654,2.3339705
1655,2.327902
1656,2.3297327
1657,2.2595222
1658,2.3260746
1659,2.358111
1660,2.3572648
1661,2.3193743
1662,2.322822
1663,2.3477323
1664,2.3148737
1665,2.2857084
1666,2.2648568
1667,2.2497792
1668,2.3116322
1669,2.296879
1670,2.3654494
1671,2.3643017
1672,2.300929
1673,2.3512201
1674,2.296731
1675,2.3597236
1676,2.359456
1677,2.2970328
1678,2.3125186
1679,2.3394623
1680,2.2717476
1681,2.254239
1682,2.2726796
1683,2.3536026
1684,2.3743908
1685,2.279446
1686,2.2527947
1687,2.2979922
1688,2.3138876
1689,2.3119717
1690,2.3249793
1691,2.3522205
1692,2.3305917
1693,2.2545047
1694,2.2935448
1695,2.3459096
1696,2.270267
1697,2.3516684
1698,2.3196018
1699,2.2945313
1700,2.3686352
1701,2.266194
1702,2.3568163
1703,2.3151433
1704,2.2806358
1705,2.2565649
1706,2.3289642
1707,2.3098822
1708,2.3524578
1709,2.2961547
