step,loss
1710,2.3089156
1711,2.2648454
1712,2.3077781
1713,2.2611654
1714,2.2932618
1715,2.249644
1716,2.2519283
1717,2.3033164
1718,2.2685905
1719,2.3314164
1720,2.2981932
1721,2.3038073
1722,2.287354
1723,2.2888918
1724,2.341319
1725,2.316282
1726,2.2275507
1727,2.3193445
1728,2.2970533
1729,2.2934775
1730,2.2519443
1731,2.3062162
1732,2.247254
1733,2.2994013
1734,2.3706198
1735,2.430077
1736,2.3123903
1737,2.3477905
1738,2.3396974
1739,2.3997245
1740,2.3643818
1741,2.2938726
1742,2.3782244
1743,2.3607602
1744,2.3353252
1745,2.309409
1746,2.3887966
1747,2.2803621
1748,2.352332
1749,2.288419
1750,2.3551571
1751,2.290093
1752,2.2180977
1753,2.3951688
1754,2.3160858
1755,2.2479126
1756,2.3892403
1757,2.2602866
1758,2.3271933
1759,2.2857597
1760,2.3165174
1761,2.3021846
1762,2.2762508
1763,2.2706199
1764,2.2607486
1765,2.3034883
1766,2.3780494
1767,2.260312
1768,2.3130665
1769,2.3277354
1770,2.2756615
1771,2.3548164
1772,2.297513
1773,2.3045743
1774,2.2659903
1775,2.341979
1776,2.290697
1777,2.2441812
1778,2.3243518
1779,2.345944
1780,2.3055878
1781,2.32744
1782,2.288273
1783,2.3635783
1784,2.31948
1785,2.2649968
1786,2.2733452
1787,2.2933145
1788,2.27715
1789,2.3753998
1790,2.277612
1791,2.3216743
1792,2.2816563
1793,2.2613237
1794,2.298728
1795,2.2925858
1796,2.3698294
1797,2.2666407
1798,2.2959971
1799,2.2883573
1800,2.237343
1801,2.3042665
1802,2.2016177
1803,2.1907196
1804,2.2901144
1805,2.2616315
1806,2.3142364
1807,2.2878323
1808,2.3579993
1809,2.3745265
1810,2.2230046
1811,2.2959473
1812,2.339074
1813,2.2644587
1814,2.3661237
1815,2.2822266
1816,2.273778
1817,2.3089519
1818,2.3280933
1819,2.3585746
1820,2.3051953
1821,2.2087657
1822,2.2807703
1823,2.3032227
1824,2.3104537
1825,2.3261256
1826,2.305294
1827,2.3096142
1828,2.2924223
1829,2.2768636
1830,2.2735214
1831,2.359101
1832,2.2886176
1833,2.292251
1834,2.2757049
1835,2.2482162
1836,2.2803745
1837,2.3415027
1838,2.2048287
1839,2.2746577
1840,2.2784257
1841,2.2677133
1842,2.2767692
1843,2.3039284
1844,2.229714
1845,2.249487
1846,2.3022733
1847,2.2818146
1848,2.3035421
1849,2.3122802
1850,2.3015826
1851,2.2467053
1852,2.3094635
1853,2.3685007
1854,2.3162608
1855,2.2537827
1856,2.3075695
1857,2.2996087
1858,2.3502703
1859,2.2682471
1860,2.2768912
1861,2.306437
1862,2.3498573
1863,2.3505173
1864,2.3079789
1865,2.262185
1866,2.2848165
1867,2.3211775
1868,2.406999
1869,2.2899933
1870,2.2724285
1871,2.2832644
1872,2.2690005
1873,2.307856
1874,2.2821493
1875,2.1966662
1876,2.3526387
1877,2.2511973
1878,2.28443
1879,2.3259685
1880,2.2432437
1881,2.2787
1882,2.2594545
1883,2.2988079
1884,2.2566159
1885,2.258421
1886,2.2680826
1887,2.3393688
1888,2.3569527
1889,2.2937124
1890,2.3024378
1891,2.219229
1892,2.2183979
1893,2.2890306
1894,2.2468755
1895,2.3359425
1896,2.2370234
1897,2.2621775
1898,2.2298765
1899,2.453564
1900,2.3251421
1901,2.2633235
1902,2.298118
1903,2.345299
1904,2.2975454
1905,2.3124077
1906,2.2498226
1907,2.275922
1908,2.2760015
1909,2.3189676
1910,2.3230991
1911,2.2667425
1912,2.2934449
1913,2.310391
1914,2.2900643
1915,2.2887833
1916,2.3266692
1917,2.3243506
1918,2.2844296
1919,2.2242634
1920,2.3198984
1921,2.3568544
1922,2.324774
1923,2.2868242
1924,2.3094904
1925,2.20106
1926,2.3012311
1927,2.2058077
1928,2.2414832
1929,2.3038492
1930,2.2928426
1931,2.259809
1932,2.29863
1933,2.237812
1934,2.1905522
1935,2.285155
1936,2.3216705
1937,2.2011971
1938,2.3079412
1939,2.256062
1940,2.262684
1941,2.2186513
1942,2.3078132
1943,2.2823412
1944,2.2179282
1945,2.2541046
1946,2.333286
1947,2.284465
1948,2.2971754
1949,2.2901928
1950,2.2546387
1951,2.280664
1952,2.3525834
1953,2.3169513
1954,2.3024468
1955,2.2155561
1956,2.2462857
1957,2.2990866
1958,2.3252215
1959,2.2394886
1960,2.205665
1961,2.2557364
1962,2.3652098
1963,2.2511013
1964,2.2517576
1965,2.2584972
1966,2.2618463
1967,2.2518175
1968,2.3006449
1969,2.2027164
1970,2.3878202
1971,2.3362675
1972,2.264287
1973,2.277185
1974,2.2369976
1975,2.22082
1976,2.2915595
1977,2.2445688
1978,2.274394
1979,2.336705
1980,2.260802
1981,2.3278248
1982,2.2917213
1983,2.3484786
1984,2.3572927
1985,2.3290586
1986,2.2523704
1987,2.177626
1988,2.1903026
1989,2.286096
1990,2.2182941
1991,2.2933707
1992,2.3088174
1993,2.3143759
1994,2.363997
1995,2.2841039
1996,2.2766547
1997,2.2274094
1998,2.3355775
1999,2.2570963
2000,2.24472
2001,2.3539793
2002,2.257609
2003,2.1422386
2004,2.2725363
2005,2.2070792
2006,2.2176304
2007,2.2762132
2008,2.2452989
2009,2.221958
2010,2.2340243
2011,2.3217335
2012,2.218964
2013,2.2590647
2014,2.2555194
2015,2.2105143
2016,2.284562
2017,2.274188
2018,2.2382479
2019,2.2654376
2020,2.3004537
2021,2.2998352
2022,2.337674
2023,2.2757325
2024,2.315123
2025,2.250433
2026,2.2501287
2027,2.2203708
2028,2.223242
2029,2.3167763
2030,2.3176227
2031,2.2709115
2032,2.287706
2033,2.2037377
2034,2.2970855
2035,2.2261083
2036,2.2895167
2037,2.3095949
2038,2.2466884
2039,2.2229726
2040,2.2132354
2041,2.3834398
2042,2.2847595
2043,2.2263198
2044,2.2895389
2045,2.3053062
2046,2.2283895
2047,2.2443047
2048,2.2460375
2049,2.250923
2050,2.2679207
2051,2.2472932
2052,2.2496872
2053,2.3257864
2054,2.2733045
2055,2.2353277
2056,2.3620067
2057,2.3506293
2058,2.2697508
2059,2.2719073
2060,2.1600947
2061,2.2931423
2062,2.2933936
2063,2.2596297
2064,2.1446795
2065,2.259491
2066,2.2404165
2067,2.274476
2068,2.3137357
2069,2.2907715
2070,2.3440127
2071,2.2847648
2072,2.276585
2073,2.2325978
2074,2.2014518
2075,2.196165
2076,2.269246
2077,2.2800198
2078,2.2717896
2079,2.1871724
2080,2.152393
2081,2.2592237
2082,2.2641258
2083,2.262174
2084,2.1590805
2085,2.1991007
2086,2.2585185
2087,2.2054548
2088,2.3268058
2089,2.2656794
2090,2.1970124
2091,2.2067404
2092,2.3282409
2093,2.1628823
2094,2.3389719
2095,2.2369547
2096,2.2601342
2097,2.2515428
2098,2.2998302
2099,2.2705352
2100,2.253757
2101,2.2717369
2102,2.2380617
2103,2.19381
2104,2.2352982
2105,2.2422702
2106,2.2866783
2107,2.341165
2108,2.3127615
2109,2.2449894
2110,2.248871
2111,2.3075545
2112,2.328551
2113,2.1842504
2114,2.2277305
2115,2.3135576
2116,2.288607
2117,2.2780051
2118,2.236783
2119,2.2619252
2120,2.2421215
2121,2.2882175
2122,2.2877433
2123,2.3299835
2124,2.3404078
2125,2.2606635
2126,2.2785811
2127,2.2263572
2128,2.2420013
2129,2.331261
2130,2.242229
2131,2.218271
2132,2.2794864
2133,2.2853932
2134,2.2866106
2135,2.1959486
2136,2.2142057
2137,2.2483745
2138,2.3917842
2139,2.2684488
2140,2.2039528
2141,2.24261
2142,2.2305613
2143,2.2996657
2144,2.2182174
2145,2.2727609
2146,2.2109847
2147,2.2022161
2148,2.271315
2149,2.2295754
2150,2.279894
2151,2.2064762
2152,2.2649205
2153,2.2993371
2154,2.2288387
2155,2.2542734
2156,2.2993007
2157,2.2456908
2158,2.2073803
2159,2.2192597
2160,2.279727
2161,2.2634683
2162,2.292953
2163,2.3107982
2164,2.2698379
2165,2.2537653
2166,2.2594278
2167,2.1973372
2168,2.2684722
2169,2.2393289
2170,2.2849083
2171,2.2886686
2172,2.185772
2173,2.2819443
2174,2.2763507
2175,2.204104
2176,2.1889896
2177,2.2942429
2178,2.2244053
2179,2.2509432
2180,2.2679443
2181,2.266846
2182,2.249142
2183,2.251225
2184,2.2621756
2185,2.2088537
2186,2.194193
2187,2.3071847
2188,2.1968603
2189,2.1954274
2190,2.2201953
2191,2.2723398
2192,2.1949291
2193,2.293783
2194,2.2482457
2195,2.2098947
2196,2.1819382
2197,2.1979666
2198,2.2453744
2199,2.1610773
2200,2.2351952
2201,2.2408907
2202,2.2154899
2203,2.2002907
2204,2.2429664
2205,2.2285643
2206,2.241331
2207,2.3263445
2208,2.3278563
2209,2.2367811
2210,2.2348285
2211,2.2342205
2212,2.2178063
2213,2.2479563
2214,2.2647786
2215,2.2597523
2216,2.12006
2217,2.2179542
2218,2.1986697
2219,2.188095
2220,2.2501993
2221,2.2414703
2222,2.2663312
2223,2.2278996
2224,2.209767
2225,2.2906666
2226,2.2421923
2227,2.2874675
2228,2.1630719
2229,2.2351122
2230,2.1997576
2231,2.1989563
2232,2.2721148
2233,2.2410226
2234,2.2058244
2235,2.2089093
2236,2.1633759
2237,2.2215638
2238,2.2481465
2239,2.2755857
2240,2.3116865
2241,2.2700245
2242,2.2859805
2243,2.27782
2244,2.2022552
2245,2.2165785
2246,2.2152107
2247,2.198604
2248,2.2577496
2249,2.2322395
2250,2.2185864
2251,2.165238
2252,2.1736157
2253,2.2379613
2254,2.3676355
2255,2.1805234
2256,2.2306116
2257,2.2422533
2258,2.280358
2259,2.200307
2260,2.307776
2261,2.1744242
2262,2.2863562
2263,2.2873921
2264,2.2274396
2265,2.1871543
2266,2.1864657
2267,2.2465749
2268,2.2725735
2269,2.2062232
2270,2.3065972
2271,2.1213188
2272,2.1977568
2273,2.1945143
2274,2.2475054
2275,2.2496147
2276,2.2046068
2277,2.2382827
2278,2.226946
2279,2.251877
2280,2.246101
2281,2.238936
2282,2.2870564
2283,2.2185922
2284,2.224466
2285,2.2397027
2286,2.150334
2287,2.2348042
2288,2.2811406
2289,2.2327862
2290,2.1905308
2291,2.2218919
2292,2.2158067
2293,2.2814927
2294,2.221532
2295,2.2234113
2296,2.2523444
2297,2.2641969
2298,2.2002654
2299,2.1949542
2300,2.1804717
2301,2.2394617
2302,2.1765351
2303,2.2120764
2304,2.186903
2305,2.2767673
2306,2.206674
2307,2.2121139
2308,2.1997938
2309,2.216646
2310,2.1980238
2311,2.2341776
2312,2.2140076
2313,2.2293556
2314,2.2197728
2315,2.1547177
2316,2.2303956
2317,2.218898
2318,2.227683
2319,2.3101158
2320,2.2508357
2321,2.2318172
2322,2.2682714
2323,2.227326
2324,2.2398324
2325,2.1896095
2326,2.2168913
2327,2.2140207
2328,2.2280009
2329,2.1719575
2330,2.2730298
2331,2.2640703
2332,2.2503395
2333,2.2706513
2334,2.2162433
2335,2.2344968
2336,2.226387
2337,2.200805
2338,2.2237833
2339,2.2893748
2340,2.2602794
2341,2.2971087
2342,2.231304
2343,2.210034
2344,2.2120671
2345,2.2822275
2346,2.1652446
2347,2.234386
2348,2.2437334
2349,2.1970158
2350,2.1908207
2351,2.2457156
2352,2.3143172
2353,2.2453723
2354,2.214967
2355,2.2263293
2356,2.2669957
2357,2.246347
2358,2.1803432
2359,2.215354
2360,2.216053
2361,2.238281
2362,2.2416396
2363,2.2483463
2364,2.2580276
2365,2.1730547
2366,2.2506256
2367,2.230113
2368,2.1215587
2369,2.294835
2370,2.144846
2371,2.2024162
2372,2.2537866
2373,2.1559489
2374,2.2503796
2375,2.2443464
2376,2.2025237
2377,2.1366563
2378,2.2326744
2379,2.2228057
2380,2.278327
2381,2.2919726
2382,2.2314663
2383,2.2253344
2384,2.2239301
2385,2.2640414
2386,2.2621703
2387,2.2371652
2388,2.2808194
2389,2.2041764
2390,2.2529778
2391,2.2405457
2392,2.2080793
2393,2.2737823
2394,2.2275527
2395,2.2132976
2396,2.203763
2397,2.2469199
2398,2.2079062
2399,2.222087
2400,2.185979
2401,2.2353344
2402,2.1632457
2403,2.23582
2404,2.248939
2405,2.2147398
2406,2.2233107
2407,2.2399757
2408,2.2420077
2409,2.2290006
2410,2.2807055
2411,2.2734227
2412,2.2049031
2413,2.2215056
2414,2.27226
2415,2.2415924
2416,2.164711
2417,2.2125516
2418,2.2350874
2419,2.2757325
2420,2.2028697
2421,2.2526762
2422,2.1700397
2423,2.2015328
2424,2.2647846
2425,2.199632
2426,2.1399589
2427,2.2331595
2428,2.1763482
2429,2.2393408
2430,2.2032351
2431,2.2276893
2432,2.212147
2433,2.1494062
2434,2.2101138
2435,2.1944096
2436,2.1730824
2437,2.2063475
2438,2.147972
2439,2.167922
2440,2.2623549
2441,2.2341502
2442,2.2876637
2443,2.1542983
2444,2.207264
2445,2.1542544
2446,2.2760096
2447,2.252337
2448,2.2244675
2449,2.2318687
2450,2.1094303
2451,2.1892126
2452,2.2379394
2453,2.237245
2454,2.2107677
2455,2.1683936
2456,2.2648067
2457,2.3189154
2458,2.1731048
2459,2.2131042
2460,2.2493596
2461,2.1981404
2462,2.2274165
2463,2.2264197
2464,2.2278962
2465,2.2532122
2466,2.1521769
2467,2.2887812
2468,2.24265
2469,2.2564578
2470,2.2186787
2471,2.2032216
2472,2.243799
2473,2.139624
2474,2.2731898
2475,2.1478224
2476,2.233139
2477,2.1978192
2478,2.1668463
2479,2.2235332
2480,2.2226849
2481,2.2521396
2482,2.18635
2483,2.2078207
2484,2.2278097
2485,2.3054943
2486,2.2493038
2487,2.244012
2488,2.2299032
2489,2.2209308
2490,2.1699147
2491,2.2587476
2492,2.2393172
2493,2.183872
2494,2.2272675
2495,2.1776333
2496,2.1957865
2497,2.2430696
2498,2.1870174
2499,2.179455
2500,2.2218919
2501,2.1516325
2502,2.1934853
2503,2.2143528
2504,2.2227764
2505,2.1962895
2506,2.2106004
2507,2.2100348
2508,2.2263126
2509,2.2116723
2510,2.3309526
2511,2.2264454
2512,2.255074
2513,2.2208064
2514,2.406048
2515,2.177423
2516,2.241331
2517,2.2154984
2518,2.1558719
2519,2.178646
2520,2.1872878
2521,2.2179084
2522,2.2208633
2523,2.2006307
2524,2.2215152
2525,2.1652055
2526,2.1990383
2527,2.237882
2528,2.2432594
2529,2.2027817
2530,2.221695
2531,2.214023
2532,2.200759
2533,2.1207318
2534,2.188974
2535,2.228371
2536,2.2208908
2537,2.1316113
2538,2.2111964
2539,2.1166103
2540,2.2042089
2541,2.2252936
2542,2.2242692
2543,2.254296
2544,2.201411
2545,2.2235582
2546,2.2871385
2547,2.0992
2548,2.2362933
2549,2.2016578
2550,2.1219654
2551,2.157334
2552,2.1374416
2553,2.1655407
2554,2.2654219
2555,2.099312
2556,2.154207
2557,2.1383605
2558,2.2060018
2559,2.1462517
2560,2.215128
2561,2.160752
2562,2.191199
2563,2.2075746
2564,2.1689785
2565,2.1975162
2566,2.1844523
2567,2.3230805
2568,2.0993729
2569,2.2234404
2570,2.190188
2571,2.2339709
2572,2.2176464
2573,2.1967988
2574,2.2196789
2575,2.1743956
2576,2.1398954
2577,2.1583052
2578,2.2737198
2579,2.2481213
2580,2.1148314
2581,2.144383
2582,2.2204533
2583,2.1619866
2584,2.1813407
2585,2.2449443
2586,2.1787853
2587,2.2001476
2588,2.2295184
2589,2.1839938
2590,2.1520143
2591,2.2254965
2592,2.157897
2593,2.1440275
2594,2.2323055
2595,2.2306263
2596,2.2478948
2597,2.2110555
2598,2.1663256
2599,2.200973
2600,2.2697644
2601,2.225321
2602,2.275599
2603,2.1554604
2604,2.1941538
2605,2.1865659
2606,2.179224
2607,2.1263075
2608,2.2161803
2609,2.1828284
2610,2.189252
2611,2.1712387
2612,2.1624582
2613,2.1699367
2614,2.1837497
2615,2.2004213
2616,2.2159655
2617,2.1465764
2618,2.1686218
2619,2.1835165
2620,2.1939273
2621,2.1535196
2622,2.2225955
2623,2.239816
2624,2.2198782
2625,2.23448
2626,2.160192
2627,2.144578
2628,2.1372023
2629,2.1744993
2630,2.2293105
2631,2.1936288
2632,2.119361
2633,2.305767
2634,2.1841836
2635,2.219457
2636,2.156579
2637,2.1788847
2638,2.2103808
2639,2.1790233
2640,2.188925
2641,2.217234
2642,2.134837
2643,2.1735044
2644,2.2058349
2645,2.1415184
2646,2.1171398
2647,2.159078
2648,2.161038
2649,2.2532806
2650,2.1460905
2651,2.1628032
2652,2.2800655
2653,2.1266913
2654,2.1274738
2655,2.1222212
2656,2.084693
2657,2.251152
2658,2.198676
2659,2.18177
2660,2.1613083
2661,2.1444283
2662,2.1645436
2663,2.182845
2664,2.1890519
2665,2.1744537
2666,2.158768
2667,2.2170057
2668,2.1433098
2669,2.147893
2670,2.171907
2671,2.1889915
2672,2.180071
2673,2.2168753
2674,2.1519415
2675,2.2249773
2676,2.1302023
2677,2.223389
2678,2.2418363
2679,2.1712155
2680,2.1268587
2681,2.2278955
2682,2.2068849
2683,2.210765
2684,2.1549745
2685,2.2147136
2686,2.2193494
2687,2.191821
2688,2.185792
2689,2.1787074
2690,2.176696
2691,2.2717981
2692,2.2334535
2693,2.1003137
2694,2.187928
2695,2.1925468
2696,2.215464
2697,2.2487528
2698,2.1980443
2699,2.1567247
2700,2.230711
2701,2.217073
2702,2.1670113
2703,2.2306864
2704,2.2174644
2705,2.1408496
2706,2.1550608
2707,2.140273
2708,2.1789854
2709,2.176187
2710,2.233123
2711,2.2172954
2712,2.1181397
2713,2.156745
2714,2.1647587
2715,2.2130034
2716,2.2201371
2717,2.166575
2718,2.1252954
2719,2.201891
2720,2.171124
2721,2.1310616
2722,2.242941
2723,2.2291193
2724,2.1475573
2725,2.2257268
2726,2.2505016
2727,2.1508775
2728,2.163423
2729,2.1260738
2730,2.1545415
2731,2.201643
2732,2.2084079
2733,2.221149
2734,2.1644971
2735,2.1688774
2736,2.2536645
2737,2.1877985
2738,2.1719089
2739,2.1487405
2740,2.0996742
2741,2.2388976
2742,2.184049
2743,2.1374414
2744,2.209597
2745,2.2088802
2746,2.2001743
2747,2.206966
2748,2.1509187
2749,2.1816242
2750,2.146234
2751,2.1338546
2752,2.1345787
2753,2.2016919
2754,2.1987677
2755,2.226099
2756,2.1707988
2757,2.1619658
2758,2.1373758
2759,2.193271
2760,2.157043
2761,2.0950413
2762,2.1954117
2763,2.3050199
2764,2.2124827
2765,2.1684296
2766,2.1648889
2767,2.1447756
2768,2.2300735
2769,2.1743536
2770,2.183044
2771,2.1815267
2772,2.257568
2773,2.1481888
2774,2.1942296
2775,2.18505
2776,2.1824827
2777,2.1818244
2778,2.181098
2779,2.1703446
2780,2.190544
2781,2.215898
2782,2.152853
2783,2.0946486
2784,2.1819615
2785,2.1615863
2786,2.1407466
2787,2.1825163
2788,2.1560733
2789,2.099907
2790,2.1650848
2791,2.141637
2792,2.185716
2793,2.1136112
2794,2.180173
2795,2.181563
2796,2.1605198
2797,2.1393783
2798,2.194107
2799,2.1687014
2800,2.200569
2801,2.2189307
2802,2.2150497
2803,2.218304
2804,2.1384706
2805,2.1272244
2806,2.1350827
2807,2.2570748
2808,2.228748
2809,2.1490617
2810,2.1785557
2811,2.1676998
2812,2.103069
2813,2.1758049
2814,2.1323113
2815,2.15141
2816,2.208117
2817,2.2437453
2818,2.1954253
2819,2.182381
2820,2.1692102
2821,2.1543927
2822,2.1807702
2823,2.1433537
2824,2.185952
2825,2.1985533
2826,2.106451
2827,2.18323
2828,2.1186438
2829,2.1094413
2830,2.1823008
2831,2.124052
2832,2.255944
2833,2.2109249
2834,2.16215
2835,2.1990604
2836,2.0955772
2837,2.1566112
2838,2.1897106
2839,2.1921506
2840,2.1520486
2841,2.2502637
2842,2.2360413
2843,2.212267
2844,2.2241077
2845,2.167274
2846,2.1316197
2847,2.1141055
2848,2.2092009
2849,2.1587086
2850,2.114963
2851,2.2017632
2852,2.1852045
2853,2.2168508
2854,2.140285
2855,2.173291
2856,2.2139983
2857,2.1900654
2858,2.1551094
2859,2.165866
2860,2.1531775
2861,2.1429608
2862,2.1221972
2863,2.1149793
2864,2.1945872
2865,2.1302776
2866,2.2386186
2867,2.139647
2868,2.1926317
2869,2.1843715
2870,2.1184342
2871,2.2423618
2872,2.2360823
2873,2.1366239
2874,2.1561244
2875,2.2033453
2876,2.0783055
2877,2.1209106
2878,2.2022176
2879,2.2132607
2880,2.1542182
2881,2.227184
2882,2.109732
2883,2.2306042
2884,2.134616
2885,2.1285481
2886,2.098986
2887,2.1579273
2888,2.1454165
2889,2.1618068
2890,2.119733
2891,2.1194034
2892,2.1142535
2893,2.0973299
2894,2.1229634
2895,2.2103276
2896,2.1348214
2897,2.1508665
2898,2.2093093
2899,2.1919148
2900,2.2027733
2901,2.1883373
2902,2.2951794
2903,2.1557677
2904,2.2079473
2905,2.1648126
2906,2.187584
2907,2.2564447
2908,2.15734
2909,2.1359415
2910,2.1367388
2911,2.1015244
2912,2.1540432
2913,2.1993103
2914,2.119762
2915,2.159565
2916,2.1466434
2917,2.1200466
2918,2.1651196
2919,2.1595695
2920,2.2084537
2921,2.0930476
2922,2.1596208
2923,2.1793957
2924,2.1108384
2925,2.1080518
2926,2.1384015
2927,2.2141578
2928,2.1679382
2929,2.1335914
2930,2.1743786
2931,2.2146027
2932,2.137464
2933,2.11884
2934,2.1635714
2935,2.2114637
2936,2.1425622
2937,2.2114716
2938,2.054995
2939,2.137335
2940,2.1214094
2941,2.136744
2942,2.0763314
2943,2.1379626
2944,2.2429986
2945,2.2004564
2946,2.202036
2947,2.123084
2948,2.1474729
2949,2.1822124
2950,2.1765661
2951,2.2015152
2952,2.1143937
2953,2.190813
2954,2.1677465
2955,2.166441
2956,2.142671
2957,2.1375525
2958,2.0859046
2959,2.1551251
2960,2.173004
2961,2.0866928
2962,2.2066352
2963,2.1236713
2964,2.143385
2965,2.155648
2966,2.1541681
2967,2.0816321
2968,2.232008
2969,2.1860442
2970,2.1707392
2971,2.2180762
2972,2.1425734
2973,2.1910157
2974,2.1891632
2975,2.0897005
2976,2.1560996
2977,2.086954
2978,2.2039976
2979,2.172986
2980,2.1536736
2981,2.1543875
2982,2.1356282
2983,2.1811726
2984,2.1201723
2985,2.188137
2986,2.201079
2987,2.2227833
2988,2.1862679
2989,2.2039762
2990,2.0909026
2991,2.1291656
2992,2.1212564
2993,2.2035565
2994,2.164946
2995,2.1396117
2996,2.230437
2997,2.1403515
2998,2.098801
2999,2.115328
3000,2.12885
3001,2.0903513
3002,2.1284456
3003,2.115057
3004,2.1415281
3005,2.1613154
3006,2.2447815
3007,2.1883185
3008,2.1989844
3009,2.0581143
3010,2.0688617
3011,2.0821745
3012,2.0986536
3013,2.1501334
3014,2.169773
3015,2.1207721
3016,2.1971507
3017,2.207507
3018,2.113581
3019,2.1458797
3020,2.109223
3021,2.0854855
3022,2.1563835
3023,2.1473126
3024,2.1942654
3025,2.1996312
3026,2.144588
3027,2.0799775
3028,2.1664443
3029,2.1225405
3030,2.1899211
3031,2.1816168
3032,2.1289263
3033,2.0954013
3034,2.1277416
3035,2.0862198
3036,2.2186635
3037,2.1072984
3038,2.0896425
3039,2.130466
3040,2.1543155
3041,2.1312134
3042,2.1335635
3043,2.144401
3044,2.203984
3045,2.140502
3046,2.0950968
3047,2.097303
3048,2.0680523
3049,2.1657813
3050,2.1981287
3051,2.184678
3052,2.1221542
3053,2.0780506
3054,2.0918329
3055,2.0626137
3056,2.1410315
3057,2.1673253
3058,2.1392503
3059,2.1034594
3060,2.213478
3061,2.1075
3062,2.1233315
3063,2.2208328
3064,2.2287397
3065,2.1599193
3066,2.1207314
3067,2.0988863
3068,2.1295955
3069,2.1284134
3070,2.1205974
3071,2.1230803
3072,2.185757
3073,2.124216
3074,2.1701815
3075,2.092991
3076,2.1323771
3077,2.1197524
3078,2.15285
3079,2.1370451
3080,2.116661
3081,2.1755157
3082,2.130493
3083,2.122017
3084,2.0853481
3085,2.1365008
3086,2.121744
3087,2.1700366
3088,2.0654793
3089,2.1023316
3090,2.118703
3091,2.1431918
3092,2.152693
3093,2.2760503
3094,2.0858142
3095,2.0902433
3096,2.110548
3097,2.188117
3098,2.0630186
3099,2.135968
3100,2.0897875
3101,2.1580977
3102,2.194775
3103,2.1552305
3104,2.1782017
3105,2.145367
3106,2.1237142
3107,2.1261904
3108,2.192841
3109,2.107528
3110,2.0991445
3111,2.1519198
3112,2.228993
3113,2.211196
3114,2.1260233
3115,2.071169
3116,2.113821
3117,2.1953735
3118,2.1668184
3119,2.0921624
3120,2.094532
3121,2.1670275
3122,2.1352372
3123,2.175507
3124,2.1717894
3125,2.1430302
3126,2.1712265
3127,2.11369
3128,2.1558447
3129,2.2313206
3130,2.081293
3131,2.143857
3132,2.143275
3133,2.1584983
3134,2.1424155
3135,2.0527651
3136,2.1503322
3137,2.1418836
3138,2.1884031
3139,2.037191
3140,2.1897388
3141,2.1496496
3142,2.137923
3143,2.1800427
3144,2.2625356
3145,2.0689826
3146,2.1206772
3147,2.0578303
3148,2.0966291
3149,2.1551895
3150,2.124684
3151,2.1687403
3152,2.1268706
3153,2.1448004
3154,2.097756
3155,2.1052396
3156,2.0965734
3157,2.1408858
3158,2.1522918
3159,2.1606593
3160,2.1601644
3161,2.0683632
3162,2.1970978
3163,2.0685787
3164,2.0996141
3165,2.0957103
3166,2.1623878
3167,2.154851
3168,2.1689796
3169,2.1193583
3170,2.1162274
3171,2.1487594
3172,2.113141
3173,2.1052508
3174,2.1613445
3175,2.1614518
3176,2.1361184
3177,2.122901
3178,2.2502198
3179,2.174476
3180,2.0950074
3181,2.098374
3182,2.1189716
3183,2.0862293
3184,2.1073406
3185,2.144779
3186,2.1591613
3187,2.1114001
3188,2.1379666
3189,2.1694527
3190,2.1600714
3191,2.2342792
3192,2.2044911
3193,2.1135988
3194,2.1249442
3195,2.1827507
3196,2.1312377
3197,2.1925335
3198,2.164972
3199,2.197579
3200,2.1296554
3201,2.1779919
3202,2.1360617
3203,2.1867442
3204,2.1512313
3205,2.1914797
3206,2.0653589
3207,2.1733944
3208,2.1430027
3209,2.1966944
3210,2.07322
3211,2.1096945
3212,2.203071
3213,2.070779
3214,2.1196766
3215,2.0651588
3216,2.0741568
3217,2.0941138
3218,2.091967
3219,2.132701
3220,2.170124
3221,2.137106
3222,2.0364656
3223,2.0851274
3224,2.1776204
3225,2.1080563
3226,2.071486
3227,2.006645
3228,2.1045818
3229,2.1475158
3230,2.1569052
3231,2.180013
3232,2.1564295
3233,2.151905
3234,2.1166193
3235,2.190362
3236,2.1038752
3237,2.1106544
3238,2.1735644
3239,2.0479126
3240,2.1141784
3241,2.0571747
3242,2.1529043
3243,2.145955
3244,2.1059854
3245,2.141908
3246,2.0739975
3247,2.0425143
3248,2.163807
3249,2.1537619
3250,2.0372965
3251,2.0945804
3252,2.2331715
3253,2.1463299
3254,2.0581658
3255,2.1534054
3256,2.1184797
3257,2.134317
3258,2.0856793
3259,2.0872529
3260,2.155391
3261,2.1523447
3262,2.127186
3263,2.1374907
3264,2.1812487
3265,2.1104536
3266,2.1831667
3267,2.0956633
3268,2.0818295
3269,2.1294727
3270,2.2264395
3271,2.1123693
3272,2.1504273
3273,2.1491432
3274,2.114493
3275,2.0565948
3276,2.0912485
3277,2.1442695
3278,2.0359116
3279,2.1571107
3280,2.1021037
3281,2.1447513
3282,2.1425426
3283,2.1302705
3284,2.146933
3285,2.0606923
3286,2.1169016
3287,2.097979
3288,2.148257
3289,2.1386983
3290,2.0339022
3291,2.1540086
3292,2.12932
3293,2.0999045
3294,2.1881766
3295,2.0844011
3296,2.1665652
3297,2.1563613
3298,2.1849194
3299,2.113957
3300,2.0831127
3301,2.1087198
3302,2.165998
3303,2.1811118
3304,2.0010366
3305,2.0974188
3306,2.0835333
